symptoms_text,disease
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite and  yellowing_of_eyes.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite and  abdominal_pain.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen and  history_of_alcohol_consumption.",Alcoholic hepatitis
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  continuous_sneezing,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  continuous_sneezing,  chills,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  chills,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  chills,  fatigue,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  chills,  fatigue,  cough,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  breathlessness,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  constipation,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region and  bloody_stool.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  vomiting,  breathlessness,  sweating and  chest_pain.",Heart attack
"I’ve been experiencing  vomiting,  breathlessness,  sweating and  chest_pain.",Heart attack
"I’ve been experiencing  breathlessness,  sweating and  chest_pain.",Heart attack
"I’ve been experiencing  vomiting,  sweating and  chest_pain.",Heart attack
"I’ve been experiencing  vomiting,  breathlessness and  chest_pain.",Heart attack
"I’ve been experiencing  vomiting,  breathlessness and  sweating.",Heart attack
"I’ve been experiencing  vomiting,  breathlessness,  sweating and  chest_pain.",Heart attack
